"name","fgapg","fgpct","fgpg","ftapg","ftpct","games","height","pfpg","ptspg","sospg","trbpg"
"Kyrie Irving",9.5,0.529,5,6.5,0.901,11,6.2,2.1,17.5,8.32,3.4
"LaBradford Smith",9.3,0.481,4.5,4.3,0.866,133,6.3,2.7,13.6,8.3,2.9
"Lamar Odom",13.2,0.482,6.3,5.7,0.687,32,6.1,2.9,17.6,5.59,9.4
"Lamar Patterson",7.4,0.435,3.2,2.6,0.723,149,6.5,1.9,9.5,6.86,3.9
"Lamar Stevens",13.6,0.435,5.9,5.2,0.738,135,6.8,2.6,16.3,9.36,6.5
"LaMarcus Aldridge",8.9,0.586,5.2,4.7,0.649,53,6.1,2.7,13.5,7.28,8.2
"Lamond Murray",15,0.489,7.3,4.8,0.713,88,6.7,2.3,19.2,7.14,6.8
"Lanard Copeland",9.1,0.446,4.1,1.8,0.681,89,6.6,NULL,11,-2.74,3.9
"Lancaster Gordon",10.1,0.504,5.1,2.5,0.751,134,6.3,1.9,12,6.9,2.9
"Lance Allred",7.1,0.481,3.4,3.9,0.718,95,6.1,1.9,9.7,0.89,6
"Lance Blanks",10.5,0.429,4.5,3.8,0.729,104,6.4,2.1,13.3,6.58,3.5
"Lance Stephenson",10.8,0.44,4.8,3.5,0.664,34,6.5,1.9,12.3,8.45,5.4
"Lance Thomas",3.2,0.525,1.7,2.1,0.6,140,6.9,2.8,4.6,9.51,3.6
"Landry Fields",8.4,0.463,3.9,3.3,0.676,129,6.7,1.6,10.8,7.35,5
"Landry Shamet",8.7,0.48,4.2,2.8,0.811,71,6.4,2.1,12.9,4.22,3
"Langston Galloway",11.3,0.438,4.9,3.1,0.821,133,6.2,2.5,15,4.21,4.5
"LaPhonso Ellis",10.5,0.577,6.1,4.8,0.675,97,6.8,3.3,15.5,8.55,11.1
"Lari Ketner",9.9,0.499,4.9,3.9,0.603,94,6.9,3.1,12.2,7.46,7
"Laron Profit",9.8,0.474,4.7,3.4,0.684,125,6.5,2.2,12.5,10.11,4.6
"Larry Bird",23,0.533,12.3,7,0.822,94,6.9,1.8,30.3,0.06,13.3
"Larry Brown",8.7,0.45,3.9,5.1,0.781,56,5.9,2.9,11.8,1.78,2.3
"Larry Cannon",16.7,0.452,7.5,5.7,0.698,75,6.5,2.1,19.1,-1.53,9
"Larry Costello",13.3,0.426,5.7,5.1,0.751,84,6.1,2,15.2,3.21,3.3
"Larry Demic",7.7,0.553,4.2,2.9,0.618,76,6.9,2.4,10.3,4.82,6.8
"Larry Drew",9.9,0.479,4.8,3.3,0.745,117,6.1,1.8,12,4.65,2.8
"Larry Drew",4.9,0.412,2,1.5,0.601,131,6.2,1.6,5.5,9.04,2.1
"Larry Foust",NULL,NULL,5.6,2.8,1.112,103,6.9,1.2,14.2,0.87,NULL
"Larry Hughes",16.9,0.415,7,8.1,0.692,32,6.5,2.4,20.9,5.51,5.1
"Larry Johnson",6.9,0.45,3.1,2.1,0.675,112,6.3,2.5,7.6,7.52,3.5
"Larry Johnson",12.7,0.643,8.2,6.1,0.789,75,6.6,2.8,21.6,6.89,11.2
"Larry Jones",16.2,0.461,7.5,7.9,0.752,63,6.2,2.9,20.9,0.39,9
"Larry Kenon",17.3,0.525,9.1,3.3,0.57,30,6.9,2.9,20.1,4.64,16.7
"Larry Krystkowiak",10.4,0.561,5.8,6.5,0.79,120,6.9,2.1,16.8,-1.13,9.2
"Larry McNeill",13,0.473,6.1,4.4,0.747,58,6.9,3.6,15.5,1.36,9.6
"Larry Micheaux",7.7,0.587,4.5,3.1,0.553,123,6.9,2.8,10.8,4.28,6.4
"Larry Miller",16.5,0.511,8.4,7.3,0.684,91,6.4,2.5,21.8,4.59,9.2
"Larry Nance",8.9,0.533,4.7,3.2,0.628,117,6.1,2.7,11.5,5.19,6.7
"Larry Nance",8,0.521,4.1,3.5,0.771,123,6.8,2.3,11.3,2.08,6.6
"Larry Owens",7.9,0.545,4.3,3.2,0.569,66,6.7,3.2,10.9,-2.2,7.7
"Larry Robinson",16.4,0.517,8.5,4.9,0.699,60,6.3,2.9,20.8,-4.97,6.9
"Larry Sanders",7.9,0.52,4.1,3.6,0.577,101,6.1,3.1,10.3,-0.69,7.7
"Larry Siegfried",12.8,0.446,5.7,5.3,0.819,78,1.0,2.6,15.7,5.81,4.8
"Larry Smith",12.1,0.591,7.2,5.2,0.633,77,6.8,2.8,17.6,-6.23,13.1
"Larry Spriggs",12,0.521,6.2,3.8,0.569,83,6.7,NULL,14.9,-10.93,8.7
"Larry Steele",8.7,0.481,4.2,2.7,0.779,75,6.5,3.3,10.4,2.65,6.7
"Larry Stewart",11.5,0.646,7.4,7,0.737,91,6.8,NULL,20,-10.11,11.6
"Larry Sykes",4.5,0.511,2.3,2.2,0.54,105,6.9,NULL,5.8,1.26,5.2
"LaSalle Thompson",12.1,0.553,6.7,4.8,0.713,87,6.1,3.3,16.8,2.42,11.8
"Latrell Sprewell",10.1,0.499,5,3.2,0.74,68,6.5,1.7,13.5,7.99,5.1
"Lauri Markkanen",10.2,0.492,5,4.4,0.835,37,7.1,2,15.6,7.63,7.2
"Lavor Postell",8.9,0.43,3.8,3.4,0.789,129,6.5,2.3,11.1,7.77,5.6
"Lavoy Allen",8.2,0.534,4.4,2.4,0.671,135,6.9,2.5,10.5,4.24,8.5
"Lawrence Boston",9.3,0.576,5.3,2.3,0.686,82,6.8,3.2,12.3,6.18,7.7
"Lawrence Funderburke",11.2,0.538,6,4,0.613,86,6.9,1.8,14.5,9.89,6.6
"Lawrence Moten",14.3,0.483,6.9,5.3,0.716,121,6.5,2.3,19.3,8.04,4.9
"Lawrence Roberts",12.1,0.458,5.5,7.4,0.659,118,6.9,2.4,16.5,5.66,9.9
"Lazar Hayward",10.7,0.452,4.8,3.3,0.789,138,6.6,2.7,13.5,7.79,6.6
"Ledell Eackles",17.6,0.482,8.5,5.9,0.776,59,6.5,1.8,23,-0.96,4.5
"Lee Johnson",13.1,0.459,6,3.7,0.709,15,6.1,3.4,14.6,-3.17,9.8
"Lee Mayberry",10.5,0.495,5.2,2.7,0.724,139,6.1,1.7,14,5.89,2.9
"Lee Nailon",17.7,0.532,9.4,6.7,0.728,63,6.9,3.5,23.9,3.72,9.1
"Lee Winfield",13.8,0.465,6.4,4.8,0.654,51,6.2,2.2,16,3.94,7.2
"Len Elmore",9.7,0.488,4.7,3.2,0.723,86,6.9,2.4,11.8,5.3,12.2
"Lenny Wilkens",13.4,0.432,5.8,5.2,0.655,80,6.1,2.3,14.9,-3.05,7.3
"Leo Barnhorst",12.7,0.377,4.8,3.7,0.642,48,6.3,3.3,11.9,NULL,NULL
"Leo Rautins",9.8,0.48,4.7,2.4,0.77,112,6.8,2.9,11.2,5.3,5.7
"Leon Douglas",14,0.503,7,5.3,0.59,111,6.1,3.5,17.2,3.76,11.5
"Leon Powe",12,0.492,5.9,8.8,0.672,54,6.8,2.4,17.8,7.75,9.8
"Leon Wood",12.8,0.472,6.1,6,0.808,115,6.3,1.9,17.2,3.14,1.9
"Leonard Gray",10.7,0.56,6,2.5,0.642,66,6.8,3,13.6,0.99,7.2
"Leonard Taylor",10.3,0.538,5.5,5.5,0.771,104,6.8,3,15.5,4.82,7.5
"LeRon Ellis",7.6,0.497,3.8,3.1,0.615,124,6.9,2.9,9.5,8.36,5.1
"Leroy Buchanan",8.9,0.484,4.3,2.1,0.701,65,6.3,1.8,11.1,-3.32,4.1
"Leroy Chollet",13.5,0.327,4.4,7.2,0.692,53,6.2,2.4,13.9,NULL,NULL
"Leroy Combs",10.1,0.554,5.6,5,0.669,99,6.8,2.6,14.5,4.3,7.7
"LeRoy Ellis",13.5,0.491,6.6,5.3,0.692,76,1.0,1.3,17,1.23,13.1
"Les Hunter",13.1,0.506,6.6,5.7,0.675,86,6.7,3,17.1,3.52,11.8
"Les Jepsen",3.7,0.585,2.2,2.6,0.6,102,7.1,1.6,5.9,9.74,5
"Lester Conner",7.5,0.506,3.8,4.9,0.721,58,6.4,2,11.1,5.54,4.9
"Lester Hudson",20.4,0.456,9.3,5.2,0.858,65,6.3,2.7,26.6,-5.64,7.9
"Levern Tart",11,0.478,5.2,5.1,0.767,73,6.2,2,14.4,5.3,8.6
"Lew Hitch",2.5,0.943,2.4,1,1.745,49,1.0,0.7,6.4,6.37,NULL
"Lewis Brown",10.5,0.481,5.1,1.9,0.656,113,6.1,3.2,11.4,1.05,9
"Lewis Lloyd",20.2,0.549,11.1,8.2,0.724,56,6.6,2.8,28.2,4.22,12.4
"Linas Kleiza",11.3,0.413,4.7,6.1,0.707,49,6.8,2.9,14.4,9.14,7.9
"Lindsey Hunter",17.8,0.409,7.3,4.3,0.709,119,6.2,2,20.1,-4.85,3.2
"Linton Johnson",5.5,0.47,2.6,1.5,0.656,107,6.8,NULL,6.7,4.48,4.9
"Linton Townes",11.6,0.557,6.5,2.1,0.749,95,6.7,2,14.5,-4.39,5.3
"Lionel Chalmers",9.8,0.425,4.2,3.4,0.716,123,6.1,2.2,12.7,4.78,2.9
"Lionel Hollins",14.5,0.479,6.9,4.5,0.694,56,6.3,3.2,17,5.36,3.3
"Lionel Malamed",NULL,NULL,1.3,NULL,NULL,17,1.0,NULL,3.2,NULL,NULL
"Lionel Simmons",18.9,0.501,9.5,7.1,0.722,131,6.7,2.2,24.6,-0.92,10.9
"Litterial Green",13.9,0.418,5.8,6.4,0.737,116,6.1,2.3,18.2,7.04,2.5
"Lloyd Dove",15.6,0.476,7.4,6.1,0.675,83,1.0,1.8,19,1.18,12.6
"Lloyd Walton",11,0.436,4.8,2.5,0.787,87,6.1,2.5,11.6,4.53,2.6
"Logan Vander Velden",5.6,0.502,2.8,1.5,0.789,112,6.8,1.3,7.3,-2.92,3.3
"London Perrantes",7.1,0.405,2.9,2,0.812,138,6.2,1.3,8.9,9.43,2.7
"Lonnie Shelton",12.4,0.54,6.7,4,0.692,80,6.8,4.1,16.2,7.18,8.4
"Lonnie Walker",9.9,0.415,4.1,2,0.738,32,6.4,1.6,11.5,6.96,2.6
"Lonnie Wright",16,0.453,7.3,4.8,0.744,69,6.2,2.5,18.1,2,5.6
"Lonny Baxter",9.3,0.553,5.2,5.2,0.6,138,6.8,3,13.5,9.73,7.2
"Lonzo Ball",9.5,0.551,5.3,2.7,0.673,36,6.6,1.8,14.6,6.39,6
"Loren Meyer",7.8,0.556,4.4,3.9,0.713,111,6.1,2.6,11.5,8.17,6.1
"Loren Woods",8,0.493,3.9,4.3,0.745,107,7.1,2,11.1,10.79,6.5
"Lorenzen Wright",11.5,0.551,6.3,5.3,0.635,64,6.1,2.6,16,6.18,10.3
"Lorenzo Brown",9.5,0.429,4.1,3.8,0.741,101,6.5,1.9,11.6,6.92,4.2
"Lorenzo Charles",8.4,0.553,4.6,4.2,0.703,126,6.7,2,12.2,6.85,5.8
"Lorenzo Romar",6.3,0.496,3.1,1.9,0.745,55,6.1,NULL,7.7,5.62,1.6
"Lorenzo Williams",7.1,0.53,3.8,2,0.484,63,6.9,NULL,8.5,-5.74,9.2
"Lou Hudson",18.5,0.47,8.7,4.4,0.698,65,6.5,2.8,20.4,6.75,8.9
"Lou Roe",9.3,0.529,4.9,6.3,0.69,134,6.7,2.8,14.2,6.1,8
"Louie Dampier",17,0.47,8,4.5,0.834,80,6.1,2.3,19.7,3.38,5.1
"Louis Amundson",5.4,0.535,2.9,3,0.503,120,6.9,2.5,7.2,5.05,5.6
"Louis King",11,0.435,4.8,2.5,0.785,31,6.9,2.5,13.5,6.13,5.5
"Louis Orr",9.2,0.555,5.1,3.4,0.77,116,6.8,2.6,12.8,0.16,7.6
"Lowes Moore",12.7,0.474,6,3.9,0.762,113,6.1,2.4,15,1.31,3.3
"Loy Vaught",7.5,0.617,4.6,2.1,0.752,134,6.9,2.7,10.8,10.03,7.4
"Luc Longley",9,0.586,5.3,3.9,0.735,132,7.2,2.2,13.4,4.52,6.9
"Luc Richard Mbah a Moute",6.8,0.503,3.4,2.5,0.668,107,6.8,2.2,8.7,8.6,7.2
"Lucious Harris",13.9,0.458,6.4,6.2,0.727,122,6.5,2,19,3.39,4.8
"Lucius Allen",13.2,0.47,6.2,4.1,0.696,60,6.2,2.5,15.3,4.91,5.9
"Luguentz Dort",12.6,0.405,5.1,6.1,0.7,34,6.4,3,16.1,6.04,4.3
"Luis Flores",12.7,0.451,5.7,6.1,0.87,119,6.2,2.1,18.2,-1.06,3.7
"Luka Garza",12.6,0.546,6.9,5,0.701,127,6.1,2.4,18.2,9.5,7.3
"Luke Babbitt",13.6,0.48,6.5,5.8,0.893,68,6.9,2.2,19.4,1.98,8.1
"Luke Harangody",15.3,0.476,7.3,5.6,0.782,129,6.8,2.4,19.2,6.73,9.5
"Luke Jackson",11.1,0.461,5.1,4.7,0.849,126,6.7,1.8,15.6,6.96,5.9
"Luke Kennard",11.2,0.461,5.2,3.9,0.867,73,6.5,2.1,15.7,10.75,4.3
"Luke Kornet",7.2,0.417,3,2.2,0.779,128,7.1,2,8.9,8.03,4.8
"Luke Ridnour",10.5,0.429,4.5,4.1,0.859,96,6.2,2.1,14.6,6.98,3
"Luke Schenscher",5.6,0.542,3,2.1,0.632,118,7.1,2.4,7.4,9.4,5.4
"Luke Walton",7.6,0.426,3.3,3.1,0.685,129,6.8,1.8,9.1,10.92,5.1
"Luke Zeller",3.7,0.417,1.5,0.5,0.574,128,6.1,1.6,4.2,6.85,2.5
"Luol Deng",11.9,0.476,5.7,3.7,0.71,37,6.8,2.2,15.1,10.86,6.9
"Luther Head",7.5,0.473,3.5,1.9,0.752,128,6.3,1.5,10.1,8.06,3.1
"Luther Wright",5.6,0.522,2.9,1.8,0.644,64,7.2,2.3,7.1,8.69,5.3
"Lynn Greer",12,0.403,4.8,4,0.852,137,6.2,1.8,15.3,8.16,2.6
"Maalik Wayns",9.7,0.412,4,4.2,0.848,95,6.2,2.3,12.5,7.87,2.7
"Maceo Baston",6,0.627,3.7,4.9,0.648,126,6.9,3.1,10.6,9.4,6.6
"Mack Calvin",9.6,0.468,4.5,4.5,0.723,52,6.1,2,12.3,5.01,2.4
"Magic Johnson",12.1,0.463,5.6,7.2,0.816,62,6.8,NULL,17.1,7.42,7.6
"Mahmoud Abdul-Rauf",21.9,0.474,10.4,6.4,0.863,64,6.1,2.1,29,7.02,3
"Makhtar N'Diaye",3.5,0.461,1.6,1,0.581,121,6.8,2.8,3.8,10.85,3.4
"Malachi Flynn",11.4,0.42,4.8,3.1,0.833,94,6.1,1.8,14.4,5.34,3.6
"Malachi Richardson",11.1,0.369,4.1,4.2,0.72,37,6.6,2.5,13.4,9.75,4.3
"Malcolm Brogdon",10.3,0.43,4.4,3.5,0.876,136,6.5,1.8,13.3,7.76,4.1
"Malcolm Delaney",11.7,0.401,4.7,6.3,0.845,136,6.3,2.7,16.6,6.21,3.5
"Malcolm Hill",9.8,0.433,4.3,4.8,0.795,137,6.6,1.9,13.5,7.87,4.7
"Malcolm Lee",7.5,0.441,3.3,3.2,0.717,94,6.5,2,9.7,7.66,3
"Malcolm Mackey",10,0.545,5.4,3.9,0.621,130,6.9,3,13.3,10.54,9.3
"Malcolm Miller",6.7,0.445,3,2.8,0.765,112,6.7,2.5,9,-3.58,4.8
"Malcolm Thomas",8.2,0.53,4.3,5,0.58,103,6.9,2.3,11.6,3.5,8.2
"Malik Allen",6.7,0.514,3.4,3,0.696,127,6.1,2.4,8.9,8.29,5.6
"Malik Beasley",11.6,0.471,5.4,3.8,0.813,34,6.5,2.2,15.6,8.16,5.3
"Malik Fitts",10.3,0.458,4.7,3.3,0.745,95,6.8,2.7,13.5,4.01,6.5
"Malik Hairston",10.4,0.504,5.2,3.7,0.643,117,6.6,2.5,14.1,6.87,5.1
"Malik Monk",14.7,0.45,6.6,4.7,0.822,38,6.3,1.9,19.8,10.49,2.5
"Malik Newman",10.1,0.433,4.4,2.7,0.78,68,6.3,1.6,13,8.94,4.1
"Malik Rose",11.1,0.549,6.1,7.2,0.641,120,6.7,3.3,16.9,-5.85,12.6
"Malik Sealy",14.4,0.494,7.1,6.2,0.712,127,6.8,2.7,18.9,8.55,6.9
"Mamadi Diakite",5.6,0.524,3,1.8,0.72,134,6.9,2.2,7.4,9.41,4.1
"Mamadou N'Diaye",4.9,0.506,2.5,2.9,0.641,128,7.1,3,6.8,6.11,6.2
"Mangok Mathiang",3.6,0.506,1.8,1.9,0.599,114,6.1,2.2,4.8,8.17,4.8
"Manny Harris",13.1,0.406,5.3,6,0.827,98,6.5,1.9,17,9.04,5.7
"Manny Leaks",14.9,0.443,6.6,5.8,0.642,66,6.8,3.2,16.9,1.2,15.2
"Marc Iavaroni",8.5,0.49,4.2,4.4,0.682,110,6.8,3.3,11.3,7.62,6.5
"Marc Jackson",9.4,0.475,4.5,4.9,0.709,85,6.1,1.9,12.5,8.06,7.4
"Marcus Banks",12.2,0.495,6,6.8,0.731,63,6.2,2.9,18.1,4.77,3.3
"Marcus Brown",12.7,0.493,6.2,5.8,0.849,118,6.3,2.7,18.9,-5.35,4.1
"Marcus Camby",11.7,0.501,5.9,5.1,0.661,92,6.1,2.8,15.1,7.75,7
"Marcus Cousin",3.8,0.483,1.9,2,0.745,106,6.1,1.8,5.2,3.32,4.7
"Marcus Derrickson",7.2,0.459,3.3,2.8,0.856,89,6.7,2.9,10.3,7.7,5.6
"Marcus Fizer",13.9,0.511,7.1,6.3,0.702,97,6.9,2.6,18.9,6.27,7.4
"Marcus Garrett",6.4,0.445,2.8,2.3,0.635,129,6.5,2,7.6,11.64,4.1
"Marcus Georges-Hunt",10.1,0.433,4.4,4.8,0.749,130,6.5,2.4,13.3,7.08,4.5
"Marcus Haislip",5.9,0.53,3.1,2.5,0.705,89,6.1,2.4,8.4,9.77,3.4
"Marcus Landry",7.2,0.49,3.5,2.4,0.67,121,6.7,2.1,9.2,7.34,4.2
"Marcus Liberty",10,0.495,5,3.2,0.769,65,6.8,2.3,12.6,11.16,5.3
"Marcus Morris",8.4,0.555,4.7,4.3,0.66,109,6.9,2.6,12.6,7.92,6.2
"Marcus Paige",10.4,0.407,4.2,2.9,0.844,141,6.1,1.7,13.1,9.72,2.8
"Marcus Smart",11.9,0.413,4.9,7.3,0.751,64,6.4,2.9,16.6,7.53,5.9
"Marcus Thornton",15.6,0.455,7.1,4.8,0.771,66,6.4,2,20.4,4.46,5.5
"Marcus Webb",3,0.542,1.6,1.2,0.59,84,6.9,1.7,3.9,6,2.8
"Marcus Williams",11.9,0.475,5.6,3.7,0.71,63,6.7,2,14.7,10.42,5.6
"Marcus Williams",7.2,0.402,2.9,3,0.791,70,6.3,1.7,9,7.32,3.2
"Mardy Collins",14.4,0.399,5.7,3.9,0.624,125,6.6,2.3,15.4,5.33,4.6
"Marial Shayok",7.1,0.47,3.3,1.7,0.787,137,6.6,1.5,8.9,9.79,2.7
"Mario Bennett",10.6,0.587,6.2,5.8,0.53,87,6.6,3,15.7,8.17,7.8
"Mario Chalmers",8.3,0.486,4,3.2,0.767,110,6.1,2.4,12.2,7.56,2.8
"Mario West",2.4,0.47,1.1,1.2,0.678,103,6.5,2,3.2,9.01,2.3
"Mark Acres",12.9,0.564,7.3,5.7,0.696,110,6.1,3.6,18.5,0.87,9.6
"Mark Aguirre",17.8,0.546,9.7,6.7,0.768,89,6.6,2.8,24.5,3.23,7.9
"Mark Alarie",11.3,0.55,6.2,4.5,0.797,133,6.8,2.9,16.1,7.55,6.3
"Mark Baker",7.5,0.508,3.8,4.3,0.676,92,6.1,2.1,10.6,9.19,2.6
"Mark Blount",5.2,0.466,2.4,3,0.518,56,7.1,3.1,6.4,9.21,3.6
"Mark Bryant",11.8,0.521,6.2,5.4,0.705,118,6.9,3.2,16.2,5.48,7.7
"Mark Davis",7.7,0.501,3.9,2.3,0.751,110,6.6,2.2,9.4,2.96,3.5
"Mark Davis",13.3,0.497,6.6,6.3,0.639,58,6.7,3.5,17.9,1.21,8.3
"Mark Eaton",1.6,0.449,0.7,0.7,0.409,30,7.4,1.3,1.8,5.53,2.4
"Mark Hendrickson",8.6,0.567,4.9,5.1,0.731,108,6.9,3.1,13.9,6.96,8.6
"Mark Jackson",7,0.51,3.5,3.5,0.751,131,6.1,1.7,10.1,6.03,2.6
"Mark Jones",11.3,0.48,5.4,3.8,0.64,60,6.6,NULL,14,-0.51,5.1
"Mark Jones",11.8,0.495,5.8,4.4,0.807,112,6.1,2.3,15.3,-1.1,3.2
"Mark Landsberger",13.6,0.482,6.6,5,0.621,51,6.8,1.7,16.2,4.85,11
"Mark Macon",18.4,0.423,7.8,4.1,0.779,126,6.4,2.3,20.7,3.84,5.6
"Mark Madsen",6.8,0.587,4,5,0.596,108,6.9,2.5,10.9,8.67,7.9
"Mark McNamara",10.5,0.634,6.6,5.9,0.526,107,6.1,2.9,16.4,3.48,9.1
"Mark Olberding",11.4,0.527,6,5.5,0.715,26,6.8,3.6,16,5.11,8.2
"Mark Pope",6.1,0.526,3.2,3.4,0.774,125,6.1,2.6,9.4,8.72,6.8
"Mark Price",13.8,0.487,6.7,4,0.85,126,6.1,2,17.4,8.8,2.6
"Mark Radford",9.3,0.52,4.9,3.5,0.737,113,6.4,3.1,12.3,4.86,2.5
"Mark Randall",7.9,0.62,4.9,4,0.651,132,6.8,2.3,12.3,8.99,5.5
"Mark Strickland",6.4,0.509,3.2,2.3,0.414,95,6.9,NULL,7.5,6.23,6.1
"Mark Wade",2.6,0.438,1.2,1.6,0.729,82,5.1,2.4,3.6,4.77,2.3
"Mark West",8.6,0.559,4.8,3.6,0.514,117,6.1,3.3,11.4,0.46,9.5
"Markel Brown",9.4,0.439,4.1,4.1,0.733,134,6.3,2.1,12.4,7.74,4.3
"Markelle Fultz",17.6,0.476,8.4,6.7,0.649,25,6.4,2.5,23.2,6.82,5.7
"Markieff Morris",5.7,0.553,3.1,2.9,0.653,109,6.1,2.7,8.5,7.92,6.1
"Markus Howard",15.2,0.444,6.8,5.3,0.882,128,5.1,2.4,21.6,8.64,3.2
"Marlon Garnett",9.3,0.443,4.1,3.1,0.787,106,6.2,NULL,12.7,2.57,3.3
"Marlon Maxey",8.3,0.518,4.3,4.9,0.708,85,6.8,2.5,12.1,5.52,6.8
"Marlon Redmond",13.6,0.481,6.5,2.8,0.782,86,6.6,2.2,15.2,1.64,8
"Marques Bolden",2.6,0.573,1.5,1.2,0.685,88,6.1,1.6,3.8,10.86,3.3
"Marques Bragg",6,0.564,3.4,4,0.486,105,6.8,3,8.8,6.27,6.3
"Marques Johnson",10.5,0.568,6,3.6,0.692,115,6.7,2,14.4,7.05,7.8
"Marquese Chriss",9.9,0.53,5.3,3.8,0.682,34,6.9,4.1,13.7,8.12,5.4
"Marquis Daniels",10.8,0.496,5.4,3.8,0.646,111,6.6,2.4,13.8,7.91,5.6
"Marquis Teague",8.8,0.412,3.6,3,0.714,40,6.2,2.3,10,7.93,2.5
"Marreese Speights",6.2,0.633,4,2.3,0.688,69,6.1,1.7,9.5,6.16,5.4
"Marshall Plumlee",1.9,0.665,1.3,1.7,0.555,124,7.1,1.5,3.4,9.62,3.8
"Marshon Brooks",11.2,0.464,5.2,3.6,0.739,113,6.5,2,14.4,7.44,4.3
"Martin Nessley",2,0.478,0.9,0.9,0.627,92,7.2,1.6,2.4,7.74,2.1
"Marty Byrnes",9,0.496,4.4,4.1,0.661,100,6.7,2.4,11.6,-0.69,6.5
"Marty Conlon",7.3,0.505,3.7,4.4,0.765,103,6.1,3,11,6.89,5.7
"Marv Roberts",19.1,0.466,8.9,8.3,0.709,78,6.8,2.9,23.6,1.3,12.8
"Marvin Bagley",13.3,0.614,8.2,6.3,0.627,33,6.1,1.8,21,9.71,11.1
"Marvin Barnes",16.8,0.515,8.7,5,0.67,89,6.8,3.3,20.7,1.43,17.9
"Marvin Webster",13.1,0.524,6.9,5.6,0.658,114,7.1,1.3,17.5,NULL,19.9
"Marvin Williams",6.9,0.506,3.5,4.5,0.847,36,6.9,2.6,11.3,10.66,6.6
"Mason Jones",11.7,0.431,5,6.5,0.819,65,6.5,2.7,17.6,8.02,4.6
"Mason Plumlee",6.5,0.574,3.7,4,0.583,141,6.1,2.5,9.8,8.87,7.7
"Mateen Cleaves",10.8,0.406,4.4,3.5,0.738,123,6.2,2.2,12.5,9.5,2.1
"Matisse Thybulle",7.6,0.429,3.3,1.6,0.782,135,6.5,2.8,9.2,7,3.1
"Matt Barnes",7.1,0.469,3.3,2.9,0.566,121,6.7,2.2,8.8,10.45,4.8
"Matt Bonner",8.8,0.503,4.4,2.5,0.74,131,6.1,2,12,8.03,5.9
"Matt Bullard",9.2,0.533,4.9,3.3,0.768,94,6.1,2.9,12.8,9.34,6.5
"Matt Carroll",10.6,0.445,4.7,2.7,0.825,133,6.6,2,13.9,6.92,4.3
"Matt Costello",4.2,0.567,2.4,1.8,0.713,138,6.9,2.1,6,9.21,4.7
"Matt Fish",7.9,0.598,4.7,3.3,0.59,90,6.1,3.4,11.4,-4.37,6.8
"Matt Freije",11.7,0.448,5.2,4.7,0.786,121,6.1,2.2,15.6,8.36,4.9
"Matt Geiger",8.3,0.545,4.5,3.3,0.687,120,7.1,3,11.4,8.49,6.1
"Matt Guokas",13,0.482,6.3,3.8,0.75,58,6.5,2.4,15.4,1.95,6.5
"Matt Harpring",13.1,0.465,6.1,5.4,0.753,124,6.7,2.4,17.9,10.67,8
"Matt Maloney",9.8,0.419,4.1,1.8,0.793,113,6.3,1.7,12.1,-0.97,2.1
"Matt Mooney",11.3,0.446,5,3,0.772,135,6.3,1.8,14.1,1.03,3.4
"Matt Othick",5.4,0.426,2.3,2.7,0.766,129,6.2,NULL,8.2,9.29,2.1
"Matt Steigenga",7.5,0.54,4.1,2.8,0.725,124,6.7,2.9,10.5,10.51,4.3
"Matt Thomas",6.7,0.427,2.9,1.1,0.815,138,6.4,1.5,8.5,10.28,3.1
"Matt Walsh",9.7,0.454,4.4,4.1,0.796,92,6.6,2.2,14.1,8.02,4.4
"Matt Wenstrom",1.2,0.531,0.7,0.5,0.585,119,7.1,0.5,1.6,10.82,1.1
"Matt Williams",7.7,0.382,2.9,1.1,0.772,124,6.5,1.5,8.9,2.72,2.7
"Matthew Dellavedova",10.5,0.415,4.3,4,0.86,136,6.4,1.9,14.2,2.06,3.4
"Maurice Ager",9.6,0.441,4.2,3.2,0.775,124,6.5,1.9,12.5,8.19,3.4
"Maurice Baker",11.7,0.481,5.6,4,0.819,59,6.1,2.2,16.4,5.75,6.1
"Maurice Carter",10.1,0.415,4.2,3.1,0.688,108,6.5,1.6,12,6.22,3.5
"Maurice Cheeks",7.6,0.568,4.3,4.3,0.678,106,6.1,2.8,11.6,2.36,3.9
"Maurice Evans",13,0.432,5.6,4.2,0.752,93,6.5,2.9,16.5,4.7,4.8
"Maurice Harkless",13.3,0.452,6,4.3,0.676,32,6.8,2.3,15.5,6.98,8.6
"Maurice Lucas",13.4,0.494,6.6,3.2,0.759,60,6.9,2.9,15.7,3.91,10.7
"Maurice Martin",11.3,0.516,5.8,4.4,0.737,114,6.6,3.4,15.1,0.92,5.5
"Maurice Ndour",10.5,0.498,5.2,4.8,0.757,66,6.9,2.7,14.8,-0.36,7.6
"Maurice Stokes",23.3,0.427,9.9,7.6,0.706,54,6.6,3.2,25.2,NULL,26.3
"Maurice Taylor",10.8,0.497,5.4,3.2,0.642,98,6.9,2.9,12.9,9.33,6.1
"Max Strus",14.5,0.42,6.1,4.2,0.825,66,6.6,2.9,18.6,6.25,5.8
"Max Zaslofsky",NULL,NULL,3.3,2.1,0.579,18,6.2,NULL,7.8,NULL,NULL
"McKinley Singleton",10.4,0.439,4.6,1.9,0.759,62,6.5,1.7,10.5,3.37,2.6
"McKinley Wright IV",10.9,0.467,5.1,3.7,0.803,131,6.1,1.7,14.2,7.12,4.9
